,Player,age,nationality,club,overall,potential,value_eur,wage_eur,player_positions,contract_valid_until,pace,shooting,passing,dribbling,defending,physic,League,Country,Class,Value,Wages,Name.Pos
1713,L. Plogmann,19,Germany,SV Werder Bremen,63,81,€675K,€2K,GK,2021,NA,NA,NA,NA,NA,NA,Bundesliga,Germany,Goal Keeper,675K,2K,"L. Plogmann, GK"
1714,L. Ranieri,20,Italy,Fiorentina,62,79,€625K,€5K,CB,2022,58,34,40,61,65,52,Serie A,Italy,Defender,625K,5K,"L. Ranieri, CB"
1715,L. Reis,19,Netherlands,FC Barcelona,70,83,€3.1M,€29K,CDM,2022,73,57,62,69,69,69,La Liga,Spain,Midfielder,3.1M,29K,"L. Reis, CDM"
1716,L. Remy,32,France,LOSC Lille,77,77,€7M,€41K,ST,2020,74,77,66,73,37,68,Ligue 1,France,Forward,7M,41K,"L. Remy, ST"
1717,L. Rigoni,34,Italy,Parma,75,75,€3.2M,€37K,CM,2022,62,67,72,70,71,70,Serie A,Italy,Midfielder,3.2M,37K,"L. Rigoni, CM"
1718,L. Rossettini,34,Italy,Lecce,73,73,€1.5M,€14K,CB,2021,53,44,46,53,74,73,Serie A,Italy,Defender,1.5M,14K,"L. Rossettini, CB"
1719,L. Rupp,28,Germany,TSG 1899 Hoffenheim,75,75,€6.5M,€32K,CM,2020,65,67,75,78,66,63,Bundesliga,Germany,Midfielder,6.5M,32K,"L. Rupp, CM"
1720,L. Sane,23,Germany,Manchester City,86,92,€61M,€195K,LW,2021,95,81,79,86,38,70,Premier League,UK,Forward,61M,195K,"L. Sane, LW"
1721,L. Scaglia,32,Italy,Parma,67,67,€475K,€12K,LB,2020,83,57,61,67,59,69,Serie A,Italy,Defender,475K,12K,"L. Scaglia, LB"
1722,L. Schaub,24,Austria,1. FC Koln,75,80,€9M,€22K,CAM,2022,74,66,71,81,38,66,Bundesliga,Germany,Midfielder,9M,22K,"L. Schaub, CAM"
1723,L. Schone,33,Denmark,Genoa,77,77,€5M,€19K,CM,2021,48,74,81,76,63,62,Serie A,Italy,Midfielder,5M,19K,"L. Schone, CM"
1724,L. Sepe,28,Italy,Parma,75,75,€4.9M,€29K,GK,2020,NA,NA,NA,NA,NA,NA,Serie A,Italy,Goal Keeper,4.9M,29K,"L. Sepe, GK"
1725,L. Shaw,23,England,Manchester United,81,84,€20M,€97K,LB,2023,82,54,75,80,80,78,Premier League,UK,Defender,20M,97K,"L. Shaw, LB"
1726,L. Siligardi,31,Italy,Parma,72,72,€2.7M,€30K,RW,2020,75,68,71,77,37,59,Serie A,Italy,Forward,2.7M,30K,"L. Siligardi, RW"
1727,L. Skorupski,28,Poland,Bologna,76,78,€6.5M,€24K,GK,2023,NA,NA,NA,NA,NA,NA,Serie A,Italy,Goal Keeper,6.5M,24K,"L. Skorupski, GK"
1728,L. Sobiech,28,Germany,1. FC Koln,73,74,€3.9M,€21K,CB,2022,46,51,47,41,74,74,Bundesliga,Germany,Defender,3.9M,21K,"L. Sobiech, CB"
1729,L. Spinazzola,26,Italy,Roma,79,80,€15M,€47K,LM,2023,81,64,74,80,76,73,Serie A,Italy,Midfielder,15M,47K,"L. Spinazzola, LM"
1730,L. Stindl,30,Germany,Borussia Monchengladbach,80,80,€14.5M,€39K,CF,2021,66,80,78,79,59,72,Bundesliga,Germany,Forward,14.5M,39K,"L. Stindl, CF"
1731,L. Suárez,32,Uruguay,FC Barcelona,89,89,€53M,€355K,ST,2021,73,89,80,84,51,84,La Liga,Spain,Forward,53M,355K,"L. Suárez, ST"
1732,L. Suárez,23,Argentina,Villarreal CF,71,79,€3.5M,€16K,RM,2020,65,68,73,76,23,35,La Liga,Spain,Midfielder,3.5M,16K,"L. Suárez, RM"
1733,L. Tempelmann,20,Germany,SC Freiburg,58,70,€230K,€3K,CM,2020,55,36,56,61,56,50,Bundesliga,Germany,Midfielder,230K,3K,"L. Tempelmann, CM"
1734,L. Teodorczyk,28,Poland,Udinese,75,75,€7M,€19K,ST,2022,63,74,60,66,33,77,Serie A,Italy,Forward,7M,19K,"L. Teodorczyk, ST"
1735,L. Tonelli,29,Italy,Napoli,77,77,€7.5M,€53K,CB,2020,64,31,44,59,79,71,Serie A,Italy,Defender,7.5M,53K,"L. Tonelli, CB"
1736,L. Torreira,23,Uruguay,Arsenal,82,87,€27M,€80K,CDM,2023,75,67,77,80,81,75,Premier League,UK,Midfielder,27M,80K,"L. Torreira, CDM"
1737,L. Tousart,22,France,Olympique Lyonnais,78,83,€12.5M,€50K,CDM,2023,62,53,66,64,79,83,Ligue 1,France,Midfielder,12.5M,50K,"L. Tousart, CDM"
1738,L. Tremolada,27,Italy,Brescia,70,71,€2M,€8K,CAM,2021,73,63,69,71,51,56,Serie A,Italy,Midfielder,2M,8K,"L. Tremolada, CAM"
1739,L. Trossard,24,Belgium,Brighton & Hove Albion,79,83,€16.5M,€53K,LW,2023,83,80,76,82,30,62,Premier League,UK,Forward,16.5M,53K,"L. Trossard, LW"
1740,L. Tupta,21,Slovakia,Hellas Verona,64,77,€875K,€3K,ST,2021,61,66,52,65,30,52,Serie A,Italy,Forward,875K,3K,"L. Tupta, ST"
1741,L. Unbehaun,18,Germany,Borussia Dortmund,59,79,€270K,€1K,GK,2022,NA,NA,NA,NA,NA,NA,Bundesliga,Germany,Goal Keeper,270K,1K,"L. Unbehaun, GK"
1742,L. Valzania,23,Italy,Atalanta,68,77,€1.4M,€16K,CM,2023,69,60,63,68,58,60,Serie A,Italy,Midfielder,1.4M,16K,"L. Valzania, CM"
1743,L. Venuti,24,Italy,Fiorentina,69,74,€1.2M,€17K,RB,2021,74,26,51,64,66,60,Serie A,Italy,Defender,1.2M,17K,"L. Venuti, RB"
1744,L. Vitale,31,Italy,Hellas Verona,70,70,€1.6M,€10K,LM,2021,77,62,71,68,62,69,Serie A,Italy,Midfielder,1.6M,10K,"L. Vitale, LM"
1745,L. Waldschmidt,23,Germany,SC Freiburg,76,81,€10.5M,€23K,CF,2022,76,78,69,75,29,60,Bundesliga,Germany,Forward,10.5M,23K,"L. Waldschmidt, CF"
1746,L. Zingerle,25,Germany,SC Paderborn 07,71,74,€2.2M,€11K,GK,2021,NA,NA,NA,NA,NA,NA,Bundesliga,Germany,Goal Keeper,2.2M,11K,"L. Zingerle, GK"
1747,Laguardia,29,Spain,Deportivo Alaves,79,80,€12M,€28K,CB,2022,53,45,55,48,80,79,La Liga,Spain,Defender,12M,28K,"Laguardia, CB"
1748,Larrazabal,21,Spain,Athletic Club de Bilbao,68,80,€1.6M,€7K,RW,2021,82,63,59,72,34,68,La Liga,Spain,Forward,1.6M,7K,"Larrazabal, RW"
1749,Lazo,23,Spain,Getafe CF,71,78,€3.3M,€12K,LM,2021,78,67,63,78,34,47,La Liga,Spain,Midfielder,3.3M,12K,"Lazo, LM"
1750,Lee Seung Woo,21,Korea Republic,Hellas Verona,69,75,€1.5M,€6K,CAM,2021,77,65,61,73,27,50,Serie A,Italy,Midfielder,1.5M,6K,"Lee Seung Woo, CAM"
1751,Lekue,26,Spain,Athletic Club de Bilbao,73,74,€4.1M,€17K,RB,2023,85,64,69,73,69,71,La Liga,Spain,Defender,4.1M,17K,"Lekue, RB"
1752,Leo Bonatini,25,Brazil,Wolverhampton Wanderers,72,75,€4M,€49K,ST,2022,68,70,67,71,35,71,Premier League,UK,Forward,4M,49K,"Leo Bonatini, ST"
1753,Leo Duarte,22,Brazil,Milan,72,82,€4.6M,€19K,CB,2024,57,35,36,53,74,74,Serie A,Italy,Defender,4.6M,19K,"Leo Duarte, CB"
1754,Leo Jardim,24,Brazil,LOSC Lille,72,80,€3.5M,€15K,GK,2024,NA,NA,NA,NA,NA,NA,Ligue 1,France,Goal Keeper,3.5M,15K,"Leo Jardim, GK"
1755,Lillo,30,Spain,CA Osasuna,68,68,€700K,€10K,RB,2020,66,49,58,57,65,76,La Liga,Spain,Defender,700K,10K,"Lillo, RB"
1756,Lluis López,22,Spain,RCD Espanyol,71,82,€3.7M,€13K,CB,2022,60,30,50,57,71,65,La Liga,Spain,Defender,3.7M,13K,"Lluis López, CB"
1757,Lombo,20,Spain,CD Leganes,60,69,€250K,€2K,GK,2020,NA,NA,NA,NA,NA,NA,La Liga,Spain,Goal Keeper,250K,2K,"Lombo, GK"
1758,Loren,25,Spain,Real Betis,80,84,€19.5M,€31K,ST,2022,77,79,59,78,31,72,La Liga,Spain,Forward,19.5M,31K,"Loren, ST"
1759,Luan Cândido,19,Brazil,RB Leipzig,63,79,€725K,€4K,LB,2023,71,51,56,68,59,60,Bundesliga,Germany,Defender,725K,4K,"Luan Cândido, LB"
1760,Luca Sangalli,24,Spain,Real Sociedad,73,80,€5.5M,€18K,CM,2022,72,64,70,75,61,63,La Liga,Spain,Midfielder,5.5M,18K,"Luca Sangalli, CM"
1761,Lucas Evangelista,24,Brazil,FC Nantes,73,76,€5M,€18K,CM,2023,68,64,73,71,63,62,Ligue 1,France,Midfielder,5M,18K,"Lucas Evangelista, CM"
1762,Lucas Leiva,32,Brazil,Lazio,84,84,€20.5M,€71K,CDM,2022,62,66,76,78,83,73,Serie A,Italy,Midfielder,20.5M,71K,"Lucas Leiva, CDM"
1763,Lucas Lima,27,Brazil,FC Nantes,75,75,€6M,€22K,LB,2022,73,57,72,73,71,71,Ligue 1,France,Defender,6M,22K,"Lucas Lima, LB"
1764,Lucas Moura,26,Brazil,Tottenham Hotspur,83,84,€31M,€130K,CF,2024,92,79,76,87,42,66,Premier League,UK,Forward,31M,130K,"Lucas Moura, CF"
1765,Lucas Paquetá,21,Brazil,Milan,79,89,€20.5M,€32K,CAM,2023,76,75,75,81,60,77,Serie A,Italy,Midfielder,20.5M,32K,"Lucas Paquetá, CAM"
1766,Lucas Perez,30,Spain,Deportivo Alaves,77,77,€8.5M,€27K,ST,2022,72,78,75,77,32,68,La Liga,Spain,Forward,8.5M,27K,"Lucas Perez, ST"
1767,Lucas Piazon,25,Brazil,Chelsea,72,74,€3.8M,€61K,RW,2020,65,72,72,73,34,53,Premier League,UK,Forward,3.8M,61K,"Lucas Piazon, RW"
1768,Lucas Ribeiro,20,Brazil,TSG 1899 Hoffenheim,64,79,€925K,€5K,CB,2023,59,26,54,43,64,64,Bundesliga,Germany,Defender,925K,5K,"Lucas Ribeiro, CB"
1769,Lucas Silva,26,Brazil,Real Madrid,74,77,€6.5M,€88K,CDM,2020,59,62,68,71,71,74,La Liga,Spain,Midfielder,6.5M,88K,"Lucas Silva, CDM"
1770,Lucas Torró,24,Spain,Eintracht Frankfurt,74,81,€7M,€22K,CDM,2023,60,61,65,65,74,73,Bundesliga,Germany,Midfielder,7M,22K,"Lucas Torró, CDM"
1771,Lucas Vázquez,28,Spain,Real Madrid,81,81,€18M,€180K,RW,2021,82,73,79,82,58,69,La Liga,Spain,Forward,18M,180K,"Lucas Vázquez, RW"
1772,Luis Alberto,26,Spain,Lazio,84,86,€37.5M,€78K,CAM,2022,71,76,84,85,49,59,Serie A,Italy,Midfielder,37.5M,78K,"Luis Alberto, CAM"
1773,Luis Perea,21,Spain,CA Osasuna,65,78,€1M,€5K,CM,2021,56,53,59,63,59,66,La Liga,Spain,Midfielder,1M,5K,"Luis Perea, CM"
1774,Luis Rioja,25,Spain,Deportivo Alaves,70,72,€2.2M,€12K,LM,2023,82,63,63,73,31,46,La Liga,Spain,Midfielder,2.2M,12K,"Luis Rioja, LM"
1775,Luismi,27,Spain,Real Valladolid CF,68,68,€825K,€7K,CDM,2021,53,33,56,58,67,72,La Liga,Spain,Midfielder,825K,7K,"Luismi, CDM"
1776,Luiz Araújo,23,Brazil,LOSC Lille,75,83,€10M,€29K,LM,2022,89,63,68,79,38,52,Ligue 1,France,Midfielder,10M,29K,"Luiz Araújo, LM"
1777,Luiz Felipe,22,Brazil,Lazio,77,86,€12.5M,€35K,CB,2020,76,29,59,66,78,67,Serie A,Italy,Defender,12.5M,35K,"Luiz Felipe, CB"
1778,Luiz Gustavo,31,Brazil,Olympique de Marseille,81,81,€13.5M,€42K,CDM,2021,58,60,69,69,80,82,Ligue 1,France,Midfielder,13.5M,42K,"Luiz Gustavo, CDM"
1779,Luna,28,Spain,Levante UD,73,73,€3.4M,€18K,LB,2021,67,62,69,69,72,73,La Liga,Spain,Defender,3.4M,18K,"Luna, LB"
1780,Lyanco,22,Brazil,Torino,73,82,€5.5M,€25K,CB,2022,59,36,52,58,72,70,Serie A,Italy,Defender,5.5M,25K,"Lyanco, CB"
1781,M. Aarons,19,England,Norwich City,72,85,€5.5M,€15K,RB,2024,83,41,60,73,70,64,Premier League,UK,Defender,5.5M,15K,"M. Aarons, RB"
1782,M. Abeid,26,Algeria,FC Nantes,73,75,€4.3M,€19K,CDM,2022,59,69,70,75,66,74,Ligue 1,France,Midfielder,4.3M,19K,"M. Abeid, CDM"
1783,M. Akanji,23,Switzerland,Borussia Dortmund,83,88,€31M,€77K,CB,2022,78,45,68,72,83,80,Bundesliga,Germany,Defender,31M,77K,"M. Akanji, CB"
1784,M. Ake,18,France,Olympique de Marseille,62,80,€625K,€3K,LW,2022,72,54,56,71,35,49,Ligue 1,France,Forward,625K,3K,"M. Ake, LW"
1785,M. Albertoni,23,Italy,Genoa,57,65,€120K,€2K,GK,2024,NA,NA,NA,NA,NA,NA,Serie A,Italy,Goal Keeper,120K,2K,"M. Albertoni, GK"
1786,M. Albrighton,29,England,Leicester City,76,76,€7.5M,€69K,RM,2022,70,68,75,77,59,69,Premier League,UK,Midfielder,7.5M,69K,"M. Albrighton, RM"
1787,M. Almirón,25,Paraguay,Newcastle United,80,83,€18.5M,€52K,LW,2024,89,74,76,82,48,63,Premier League,UK,Forward,18.5M,52K,"M. Almirón, LW"
1788,M. Alphonse,29,France,Dijon FCO,67,67,€625K,€5K,RB,2021,79,49,57,60,64,64,Ligue 1,France,Defender,625K,5K,"M. Alphonse, RB"
1789,M. Antonio,29,England,West Ham United,78,78,€10M,€79K,RM,2021,85,72,73,78,56,82,Premier League,UK,Midfielder,10M,79K,"M. Antonio, RM"
1790,M. Antonucci,20,Italy,Roma,65,81,€1.2M,€8K,LW,2022,68,55,64,68,32,47,Serie A,Italy,Forward,1.2M,8K,"M. Antonucci, LW"
1791,M. Arambarri,23,Uruguay,Getafe CF,77,82,€11M,€19K,CDM,2023,37,57,70,71,76,70,La Liga,Spain,Midfielder,11M,19K,"M. Arambarri, CDM"
1792,M. Arnold,25,Germany,VfL Wolfsburg,79,82,€15.5M,€48K,CM,2022,65,80,76,77,70,69,Bundesliga,Germany,Midfielder,15.5M,48K,"M. Arnold, CM"
1793,M. Autret,28,France,Stade Brestois 29,73,73,€4M,€16K,CAM,2020,71,70,72,74,42,60,Ligue 1,France,Midfielder,4M,16K,"M. Autret, CAM"
1794,M. Badelj,30,Croatia,Fiorentina,79,79,€10.5M,€53K,CDM,2020,54,63,76,73,76,71,Serie A,Italy,Midfielder,10.5M,53K,"M. Badelj, CDM"
1795,M. Bader,22,Germany,1. FC Koln,67,75,€1M,€7K,RB,2021,69,32,56,66,63,64,Bundesliga,Germany,Defender,1M,7K,"M. Bader, RB"
1796,M. Bahlouli,19,France,Sampdoria,63,78,€800K,€4K,LW,2023,67,62,60,69,31,44,Serie A,Italy,Forward,800K,4K,"M. Bahlouli, LW"
1797,M. Bakker,19,Netherlands,Paris Saint-Germain,66,77,€975K,€8K,LB,2023,78,39,58,65,64,65,Ligue 1,France,Defender,975K,8K,"M. Bakker, LB"
1798,M. Balotelli,28,Italy,Brescia,82,82,€23M,€27K,ST,2022,76,82,73,79,24,76,Serie A,Italy,Forward,23M,27K,"M. Balotelli, ST"
1799,M. Bani,25,Italy,Bologna,72,76,€3.6M,€19K,CB,2023,60,18,38,52,73,72,Serie A,Italy,Defender,3.6M,19K,"M. Bani, CB"
1800,M. Barbosa,34,Argentina,Villarreal CF,75,75,€2.9M,€21K,GK,2020,NA,NA,NA,NA,NA,NA,La Liga,Spain,Goal Keeper,2.9M,21K,"M. Barbosa, GK"
1801,M. Barnes,22,England,Southampton,60,67,€300K,€7K,ST,2020,63,59,48,58,23,58,Premier League,UK,Forward,300K,7K,"M. Barnes, ST"
1802,M. Barrow,20,Gambia,Atalanta,69,85,€2.3M,€18K,ST,2023,81,66,48,69,31,58,Serie A,Italy,Forward,2.3M,18K,"M. Barrow, ST"
1803,M. Batshuayi,25,Belgium,Chelsea,79,82,€16M,€110K,ST,2021,76,79,58,78,33,72,Premier League,UK,Forward,16M,110K,"M. Batshuayi, ST"
1804,M. Belkheir,20,Algeria,Torino,60,75,€450K,€5K,ST,2022,73,57,51,61,29,60,Serie A,Italy,Forward,450K,5K,"M. Belkheir, ST"
1805,M. Benassi,24,Italy,Fiorentina,77,82,€11.5M,€43K,CM,2022,64,71,75,77,72,74,Serie A,Italy,Midfielder,11.5M,43K,"M. Benassi, CM"
1806,M. Bešic,26,Bosnia Herzegovina,Sheffield United,72,75,€3.8M,€24K,CM,2020,63,54,67,74,70,74,Premier League,UK,Midfielder,3.8M,24K,"M. Bešic, CM"
1807,M. Bidstrup,18,Denmark,RB Leipzig,62,78,€625K,€3K,CM,2023,59,50,62,66,57,54,Bundesliga,Germany,Midfielder,625K,3K,"M. Bidstrup, CM"
1808,M. Bleve,23,Italy,Lecce,60,64,€200K,€2K,GK,2020,NA,NA,NA,NA,NA,NA,Serie A,Italy,Goal Keeper,200K,2K,"M. Bleve, GK"
1809,M. Bodmer,36,France,Amiens SC,68,68,€300K,€6K,CAM,2020,32,61,73,66,68,62,Ligue 1,France,Midfielder,300K,6K,"M. Bodmer, CAM"
1810,M. Bourabia,27,Morocco,Sassuolo,71,71,€2.4M,€29K,CM,2022,62,61,69,71,63,62,Serie A,Italy,Midfielder,2.4M,29K,"M. Bourabia, CM"
1811,M. Braithwaite,28,Denmark,CD Leganes,75,75,€7M,€30K,ST,2023,75,74,69,76,35,75,La Liga,Spain,Forward,7M,30K,"M. Braithwaite, ST"
1812,M. Brozovic,26,Croatia,Inter,81,83,€19.5M,€68K,CDM,2022,64,73,79,80,76,73,Serie A,Italy,Midfielder,19.5M,68K,"M. Brozovic, CDM"
1813,M. Bulka,19,Poland,Paris Saint-Germain,60,78,€375K,€3K,GK,2021,NA,NA,NA,NA,NA,NA,Ligue 1,France,Goal Keeper,375K,3K,"M. Bulka, GK"
1814,M. Bulter,26,Germany,1. FC Union Berlin,69,70,€1.2M,€17K,RM,2020,76,65,63,72,44,63,Bundesliga,Germany,Midfielder,1.2M,17K,"M. Bulter, RM"
1815,M. Butcher,22,England,Bournemouth,60,70,€325K,€8K,CM,2020,63,49,56,60,57,64,Premier League,UK,Midfielder,325K,8K,"M. Butcher, CM"
1816,M. Cabit,26,France,FC Metz,67,70,€825K,€6K,LB,2022,73,38,59,62,65,65,Ligue 1,France,Defender,825K,6K,"M. Cabit, LB"
1817,M. Cáceres,32,Uruguay,Lazio,78,78,€6.5M,€44K,CB,2022,74,51,65,70,79,73,Serie A,Italy,Defender,6.5M,44K,"M. Cáceres, CB"
1818,M. Cafaro,22,France,Stade de Reims,73,81,€6M,€20K,LM,2022,75,68,72,76,44,61,Ligue 1,France,Midfielder,6M,20K,"M. Cafaro, LM"
1819,M. Caldara,25,Italy,Milan,80,86,€18M,€40K,CB,2023,64,34,46,63,83,74,Serie A,Italy,Defender,18M,40K,"M. Caldara, CB"
1820,M. Calderoni,30,Italy,Lecce,70,70,€1.4M,€9K,LB,2020,82,50,56,61,65,78,Serie A,Italy,Defender,1.4M,9K,"M. Calderoni, LB"
1821,M. Camara,21,France,AS Saint-etienne,62,72,€475K,€4K,CM,2021,64,53,63,66,46,58,Ligue 1,France,Midfielder,475K,4K,"M. Camara, CM"
1822,M. Caqueret,19,France,Olympique Lyonnais,69,85,€2.2M,€15K,CM,2023,74,55,68,70,59,62,Ligue 1,France,Midfielder,2.2M,15K,"M. Caqueret, CM"
1823,M. Cavar,21,Bosnia Herzegovina,Eintracht Frankfurt,63,74,€625K,€5K,CM,2021,59,54,64,64,49,58,Bundesliga,Germany,Midfielder,625K,5K,"M. Cavar, CM"
1824,M. Çelik,22,Turkey,LOSC Lille,76,84,€10M,€27K,RB,2023,81,42,70,71,73,74,Ligue 1,France,Defender,10M,27K,"M. Çelik, RB"
1825,M. Cerofolini,20,Italy,Fiorentina,60,75,€375K,€3K,GK,2022,NA,NA,NA,NA,NA,NA,Serie A,Italy,Goal Keeper,375K,3K,"M. Cerofolini, GK"
1826,M. Coco,23,France,FC Nantes,75,80,€9M,€21K,RM,2023,87,69,69,77,41,59,Ligue 1,France,Midfielder,9M,21K,"M. Coco, RM"
1827,M. Cornet,22,Ivory Coast,Olympique Lyonnais,76,81,€10.5M,€53K,RW,2021,88,76,69,76,36,72,Ligue 1,France,Forward,10.5M,53K,"M. Cornet, RW"
1828,M. Coulibaly,20,Senegal,Udinese,66,81,€1.4M,€4K,CM,2022,72,57,64,65,63,71,Serie A,Italy,Midfielder,1.4M,4K,"M. Coulibaly, CM"
1829,M. Covic,21,Germany,Hertha BSC,60,74,€450K,€3K,RM,2020,70,44,55,70,35,33,Bundesliga,Germany,Midfielder,450K,3K,"M. Covic, RM"
1830,M. Cuisance,19,France,FC Bayern Munchen,72,84,€5.5M,€29K,CM,2024,71,67,77,75,53,54,Bundesliga,Germany,Midfielder,5.5M,29K,"M. Cuisance, CM"
1831,M. D'Alessandro,28,Italy,SPAL,69,69,€1.1M,€7K,LM,2020,88,62,61,73,37,49,Serie A,Italy,Midfielder,1.1M,7K,"M. D'Alessandro, LM"
1832,M. Dabbur,27,Israel,Sevilla FC,80,81,€17.5M,€24K,ST,2023,75,78,65,77,32,72,La Liga,Spain,Forward,17.5M,24K,"M. Dabbur, ST"
1833,M. Dahoud,23,Germany,Borussia Dortmund,78,84,€14M,€58K,CM,2022,73,66,75,84,64,68,Bundesliga,Germany,Midfielder,14M,58K,"M. Dahoud, CM"
1834,M. Darmian,29,Italy,Manchester United,75,75,€5.5M,€79K,LB,2020,69,58,66,73,77,67,Premier League,UK,Defender,5.5M,79K,"M. Darmian, LB"
1835,M. de Ligt,19,Netherlands,Juventus,85,93,€50M,€76K,CB,2024,67,58,66,68,83,84,Serie A,Italy,Defender,50M,76K,"M. de Ligt, CB"
1836,M. de Roon,28,Netherlands,Atalanta,78,78,€10.5M,€54K,CM,2022,65,68,72,73,79,79,Serie A,Italy,Midfielder,10.5M,54K,"M. de Roon, CM"
1837,M. De Sciglio,26,Italy,Juventus,77,78,€9M,€77K,RB,2022,75,46,69,75,77,72,Serie A,Italy,Defender,9M,77K,"M. De Sciglio, RB"
1838,M. Debuchy,33,France,AS Saint-etienne,79,79,€5.5M,€35K,RB,2021,69,67,73,75,78,73,Ligue 1,France,Defender,5.5M,35K,"M. Debuchy, RB"
1839,M. Dembele,22,France,Olympique Lyonnais,80,85,€20M,€71K,ST,2023,82,77,61,76,30,81,Ligue 1,France,Forward,20M,71K,"M. Dembele, ST"
1840,M. Demiral,21,Turkey,Juventus,74,85,€9M,€45K,CB,2024,66,39,48,57,75,75,Serie A,Italy,Defender,9M,45K,"M. Demiral, CB"
1841,M. Depay,25,Netherlands,Olympique Lyonnais,84,88,€40.5M,€110K,CF,2021,87,80,81,84,32,78,Ligue 1,France,Forward,40.5M,110K,"M. Depay, CF"
1842,M. Destro,28,Italy,Bologna,75,75,€7M,€33K,ST,2020,70,72,59,74,29,62,Serie A,Italy,Forward,7M,33K,"M. Destro, ST"
1843,M. Dewhurst,18,England,Sheffield United,53,76,€110K,€1K,GK,2020,NA,NA,NA,NA,NA,NA,Premier League,UK,Goal Keeper,110K,1K,"M. Dewhurst, GK"
1844,M. Diaby,19,France,Bayer 04 Leverkusen,74,85,€9.5M,€25K,LM,2024,87,62,68,78,42,51,Bundesliga,Germany,Midfielder,9.5M,25K,"M. Diaby, LM"
1845,M. Diakhaby,22,France,Valencia CF,77,82,€10.5M,€26K,CB,2023,56,37,52,57,76,77,La Liga,Spain,Defender,10.5M,26K,"M. Diakhaby, CB"
1846,M. Diarra,18,France,Toulouse Football Club,60,76,€400K,€1K,LB,2022,63,31,44,58,60,51,Ligue 1,France,Defender,400K,1K,"M. Diarra, LB"
1847,M. Dijks,26,Netherlands,Bologna,73,74,€4.1M,€23K,LB,2023,73,40,65,65,72,83,Serie A,Italy,Defender,4.1M,23K,"M. Dijks, LB"
1848,M. Djenepo,21,Mali,Southampton,74,83,€8.5M,€32K,LM,2023,88,67,64,79,36,64,Premier League,UK,Midfielder,8.5M,32K,"M. Djenepo, LM"
1849,M. Dmitrovic,27,Serbia,SD Eibar,80,81,€12M,€22K,GK,2021,NA,NA,NA,NA,NA,NA,La Liga,Spain,Goal Keeper,12M,22K,"M. Dmitrovic, GK"
1850,M. Doherty,27,Republic of Ireland,Wolverhampton Wanderers,78,79,€10.5M,€69K,RWB,2023,74,63,71,74,74,78,Premier League,UK,Defender,10.5M,69K,"M. Doherty, RWB"
1851,M. Dossevi,31,Togo,Toulouse Football Club,77,77,€8M,€32K,RW,2020,79,68,77,79,36,59,Ligue 1,France,Forward,8M,32K,"M. Dossevi, RW"
1852,M. Doucoure,21,France,Borussia Monchengladbach,62,76,€625K,€3K,CB,2021,63,31,39,44,61,59,Bundesliga,Germany,Defender,625K,3K,"M. Doucoure, CB"
1853,M. Doumbia,24,Mali,Stade de Reims,72,75,€3.9M,€17K,LM,2022,83,68,66,75,36,60,Ligue 1,France,Midfielder,3.9M,17K,"M. Doumbia, LM"
1854,M. Dräger,23,Tunisia,SC Paderborn 07,70,77,€2.2M,€10K,RB,2020,86,60,59,69,65,62,Bundesliga,Germany,Defender,2.2M,10K,"M. Dräger, RB"
1855,M. Dreyer,30,France,Amiens SC,67,68,€600K,€5K,GK,2020,NA,NA,NA,NA,NA,NA,Ligue 1,France,Goal Keeper,600K,5K,"M. Dreyer, GK"
1856,M. Dúbravka,30,Slovakia,Newcastle United,80,81,€11.5M,€37K,GK,2022,NA,NA,NA,NA,NA,NA,Premier League,UK,Goal Keeper,11.5M,37K,"M. Dúbravka, GK"
1857,M. Edwards,20,England,Tottenham Hotspur,69,79,€1.7M,€24K,RM,2020,75,52,62,81,34,44,Premier League,UK,Midfielder,1.7M,24K,"M. Edwards, RM"
1858,M. Eggestein,22,Germany,SV Werder Bremen,80,85,€19.5M,€31K,CM,2023,73,70,75,78,73,78,Bundesliga,Germany,Midfielder,19.5M,31K,"M. Eggestein, CM"
1859,M. El Hacen,21,Mauritania,Real Valladolid CF,67,80,€1.4M,€4K,CDM,2020,42,38,52,56,68,77,La Liga,Spain,Midfielder,1.4M,4K,"M. El Hacen, CDM"
1860,M. Elneny,26,Egypt,Arsenal,77,78,€9.5M,€65K,CDM,2022,59,63,72,70,74,74,Premier League,UK,Midfielder,9.5M,65K,"M. Elneny, CDM"
1861,M. Elyounoussi,24,Norway,Southampton,76,79,€10M,€42K,LM,2023,78,71,75,76,39,63,Premier League,UK,Midfielder,10M,42K,"M. Elyounoussi, LM"
1862,M. Ezzarfani,21,Morocco,RCD Espanyol,63,75,€650K,€4K,RW,2022,72,58,59,67,32,48,La Liga,Spain,Forward,650K,4K,"M. Ezzarfani, RW"
1863,M. Faraoni,27,Italy,Hellas Verona,71,71,€2.5M,€11K,RM,2023,71,64,72,70,68,72,Serie A,Italy,Midfielder,2.5M,11K,"M. Faraoni, RM"
1864,M. Fares,23,Algeria,SPAL,72,80,€4.6M,€10K,LM,2024,78,62,66,75,65,69,Serie A,Italy,Midfielder,4.6M,10K,"M. Fares, LM"
1865,M. Feeney,20,England,Everton,64,79,€925K,€10K,CB,2020,47,32,33,38,64,67,Premier League,UK,Defender,925K,10K,"M. Feeney, CB"
