,Player,age,nationality,club,overall,potential,value_eur,wage_eur,player_positions,contract_valid_until,pace,shooting,passing,dribbling,defending,physic,League,Country,Class,Value,Wages
1721,R. Coly,23,Senegal,OGC Nice,71,78,3.00E+06,15000,LB,2022,80,44,60,66,68,75,Ligue 1,France,Defender,3M,15K
1722,Lazo,23,Spain,Getafe CF,71,78,3300000,12000,LM,2021,78,67,63,78,34,47,La Liga,Spain,Midfielder,3.3M,12K
1723,Rui Silva,25,Portugal,Granada CF,71,77,2400000,9000,GK,2021,NA,NA,NA,NA,NA,NA,La Liga,Spain,Goal Keeper,2.4M,9K
1724,M. Zaccagni,24,Italy,Hellas Verona,71,77,3200000,10000,CAM,2020,62,63,70,69,60,60,Serie A,Italy,Midfielder,3.2M,10K
1725,J. Siebatcheu,23,France,Stade Rennais FC,71,77,3300000,23000,ST,2023,64,69,58,66,29,68,Ligue 1,France,Forward,3.3M,23K
1726,Jordi Calavera,23,Spain,SD Eibar,71,77,2900000,11000,RB,2021,77,56,61,69,66,73,La Liga,Spain,Defender,2.9M,11K
1727,F. Centonze,23,France,FC Metz,71,77,2900000,10000,RB,2024,78,53,65,71,67,75,Ligue 1,France,Defender,2.9M,10K
1728,I. Sacko,21,France,OGC Nice,71,77,3300000,16000,ST,2022,80,70,63,72,40,58,Ligue 1,France,Forward,3.3M,16K
1729,L. Agbenyenu,22,Ghana,RCD Mallorca,71,77,2900000,12000,LB,2020,82,46,59,71,68,71,La Liga,Spain,Defender,2.9M,12K
1730,T. Kleindienst,23,Germany,SC Freiburg,71,76,3200000,15000,ST,2022,66,71,53,62,32,72,Bundesliga,Germany,Forward,3.2M,15K
1731,P. Mwene,25,Austria,1. FSV Mainz 05,71,76,2800000,15000,RB,2021,79,44,60,71,63,64,Bundesliga,Germany,Defender,2.8M,15K
1732,J. Pohjanpalo,24,Finland,Bayer 04 Leverkusen,71,76,3200000,31000,ST,2022,66,70,54,67,26,65,Bundesliga,Germany,Forward,3.2M,31K
1733,L. Mousset,23,France,Sheffield United,71,76,3200000,20000,ST,2022,77,70,53,72,25,61,Premier League,UK,Forward,3.2M,20K
1734,A. Traoré,24,Mali,AS Monaco,71,76,3100000,19000,CM,2020,68,54,66,72,63,65,Ligue 1,France,Midfielder,3.1M,19K
1735,G. Prömel,24,Germany,1. FC Union Berlin,71,76,3100000,20000,CM,2020,64,62,65,68,65,74,Bundesliga,Germany,Midfielder,3.1M,20K
1736,G. Holtmann,24,Germany,SC Paderborn 07,71,76,3200000,13000,LM,2020,90,63,62,71,57,59,Bundesliga,Germany,Midfielder,3.2M,13K
1737,J. Lefort,25,France,Amiens SC,71,76,2800000,11000,CB,2021,65,26,58,63,71,72,Ligue 1,France,Defender,2.8M,11K
1738,J. Joronen,26,Finland,Brescia,71,75,2200000,7000,GK,2022,NA,NA,NA,NA,NA,NA,Serie A,Italy,Goal Keeper,2.2M,7K
1739,D. Bisoli,25,Italy,Brescia,71,75,3.00E+06,9000,CM,2021,74,69,68,69,59,67,Serie A,Italy,Midfielder,3M,9K
1740,P. Burner,23,France,OGC Nice,71,75,2700000,15000,RB,2020,76,58,66,71,69,61,Ligue 1,France,Defender,2.7M,15K
1741,A. Rrahmani,25,Kosovo,Hellas Verona,71,75,2700000,10000,CB,2023,61,51,50,59,69,78,Serie A,Italy,Defender,2.7M,10K
1742,R. Kishna,24,Netherlands,Lazio,71,74,3.00E+06,25000,LW,2023,73,65,66,77,33,46,Serie A,Italy,Forward,3M,25K
1743,L. Zingerle,25,Germany,SC Paderborn 07,71,74,2200000,11000,GK,2021,NA,NA,NA,NA,NA,NA,Bundesliga,Germany,Goal Keeper,2.2M,11K
1744,E. Burgos,27,Argentina,SD Eibar,71,74,2600000,13000,CB,2022,48,34,46,52,71,80,La Liga,Spain,Defender,2.6M,13K
1745,Felipe Curcio,25,Brazil,Brescia,71,74,2600000,8000,LB,2022,76,59,72,73,65,71,Serie A,Italy,Defender,2.6M,8K
1746,F. Ceccherini,27,Italy,Fiorentina,71,73,2500000,26000,CB,2022,53,15,34,50,71,75,Serie A,Italy,Defender,2.5M,26K
1747,P. Faragò,26,Italy,Cagliari,71,73,2800000,19000,CM,2022,67,57,70,69,65,68,Serie A,Italy,Midfielder,2.8M,19K
1748,D. Burn,27,England,Brighton & Hove Albion,71,72,2400000,25000,CB,2022,44,33,53,47,70,77,Premier League,UK,Defender,2.4M,25K
1749,P. Terracciano,29,Italy,Fiorentina,71,72,1900000,23000,GK,2021,NA,NA,NA,NA,NA,NA,Serie A,Italy,Goal Keeper,1.9M,23K
1750,L. Kübler,26,Germany,SC Freiburg,71,72,2400000,14000,RB,2020,67,47,57,62,72,67,Bundesliga,Germany,Defender,2.4M,14K
1751,C. Ganea,27,Romania,Athletic Club de Bilbao,71,72,2400000,13000,LB,2021,77,62,59,67,66,69,La Liga,Spain,Defender,2.4M,13K
1752,E. Hallfreðsson,35,Iceland,Udinese,71,71,1.00E+06,8000,CM,2022,54,62,73,72,70,67,Serie A,Italy,Midfielder,1M,8K
1753,A. Tettey,33,Norway,Norwich City,71,71,1200000,25000,CDM,2020,64,64,64,62,71,76,Premier League,UK,Midfielder,1.2M,25K
1754,P. Pentke,34,Germany,TSG 1899 Hoffenheim,71,71,1.00E+06,15000,GK,2021,NA,NA,NA,NA,NA,NA,Bundesliga,Germany,Goal Keeper,1M,15K
1755,U. Hünemeier,33,Germany,SC Paderborn 07,71,71,1100000,14000,CB,2020,51,47,60,55,71,66,Bundesliga,Germany,Defender,1.1M,14K
1756,D. Dessena,32,Italy,Brescia,71,71,1800000,10000,CM,2020,63,67,69,68,70,74,Serie A,Italy,Midfielder,1.8M,10K
1757,A. Barillà,31,Italy,Parma,71,71,2.00E+06,25000,CM,2020,82,65,69,70,67,76,Serie A,Italy,Midfielder,2M,25K
1758,A. Matri,34,Italy,Sassuolo,71,71,1200000,31000,ST,2020,60,68,58,67,37,65,Serie A,Italy,Forward,1.2M,31K
1759,Antoñito,31,Spain,Real Valladolid CF,71,71,1700000,12000,RB,2021,81,61,63,70,64,69,La Liga,Spain,Defender,1.7M,12K
1760,G. Angella,30,Italy,Udinese,71,71,1900000,10000,CB,2020,33,37,48,49,75,66,Serie A,Italy,Defender,1.9M,10K
1761,B. Salamon,28,Poland,SPAL,71,71,2100000,9000,CB,2021,43,46,58,56,71,69,Serie A,Italy,Defender,2.1M,9K
1762,J. Colback,29,England,Newcastle United,71,71,2.00E+06,22000,CDM,2020,61,59,67,67,67,67,Premier League,UK,Midfielder,2M,22K
1763,L. Marrone,29,Italy,Hellas Verona,71,71,2.00E+06,11000,CB,2021,53,59,71,71,70,71,Serie A,Italy,Defender,2M,11K
1764,M. Faraoni,27,Italy,Hellas Verona,71,71,2500000,11000,RM,2023,71,64,72,70,68,72,Serie A,Italy,Midfielder,2.5M,11K
1765,J. Sala,27,Italy,Sampdoria,71,71,2100000,19000,RB,2020,69,61,69,71,70,70,Serie A,Italy,Defender,2.1M,19K
1766,M. Bourabia,27,Morocco,Sassuolo,71,71,2400000,29000,CM,2022,62,61,69,71,63,62,Serie A,Italy,Midfielder,2.4M,29K
1767,Rodri,29,Spain,Granada CF,71,71,2400000,15000,ST,2020,75,70,54,73,22,68,La Liga,Spain,Forward,2.4M,15K
1768,A. Abrashi,29,Albania,SC Freiburg,71,71,2.00E+06,15000,CDM,2020,64,55,58,65,70,76,Bundesliga,Germany,Midfielder,2M,15K
1769,P. Pervan,31,Austria,VfL Wolfsburg,71,71,1500000,19000,GK,2021,NA,NA,NA,NA,NA,NA,Bundesliga,Germany,Goal Keeper,1.5M,19K
1770,H. Aleesami,27,Norway,Amiens SC,71,71,2100000,11000,LB,2021,80,57,68,70,66,72,Ligue 1,France,Defender,2.1M,11K
1771,M. Goicoechea,31,Uruguay,Toulouse Football Club,71,71,1500000,13000,GK,2021,NA,NA,NA,NA,NA,NA,Ligue 1,France,Goal Keeper,1.5M,13K
1772,Cristian López,30,Spain,Angers SCO,71,71,2300000,16000,ST,2020,71,68,49,67,31,78,Ligue 1,France,Forward,2.3M,16K
1773,M. Pajac,26,Croatia,Cagliari,71,71,2500000,19000,LM,2021,76,66,70,71,61,63,Serie A,Italy,Midfielder,2.5M,19K
1774,T. Kubo,18,Japan,Real Madrid,70,87,3700000,21000,RM,2025,82,60,62,78,39,52,La Liga,Spain,Midfielder,3.7M,21K
1775,A. Pinamonti,20,Italy,Genoa,70,86,3900000,8000,ST,2020,64,70,45,67,22,63,Serie A,Italy,Forward,3.9M,8K
1776,M. Gibbs-White,19,England,Wolverhampton Wanderers,70,86,3800000,20000,CM,2022,72,61,69,72,56,64,Premier League,UK,Midfielder,3.8M,20K
1777,H. Traorè,19,Ivory Coast,Sassuolo,70,86,3800000,14000,CAM,2021,66,66,68,73,56,61,Serie A,Italy,Midfielder,3.8M,14K
1778,R. Vargas,20,Switzerland,FC Augsburg,70,85,3900000,10000,RM,2024,80,65,64,71,53,63,Bundesliga,Germany,Midfielder,3.9M,10K
1779,M. Svanberg,20,Sweden,Bologna,70,84,3900000,12000,CM,2023,78,65,69,73,52,67,Serie A,Italy,Midfielder,3.9M,12K
1780,Rúben Vinagre,20,Portugal,Wolverhampton Wanderers,70,84,3600000,24000,LWB,2024,88,54,65,78,60,59,Premier League,UK,Defender,3.6M,24K
1781,E. Brignola,19,Italy,Sassuolo,70,84,3800000,14000,CAM,2023,71,64,64,73,21,54,Serie A,Italy,Midfielder,3.8M,14K
1782,A. Tchouaméni,19,France,FC Girondins de Bordeaux,70,84,3800000,9000,CM,2022,72,53,63,71,69,73,Ligue 1,France,Midfielder,3.8M,9K
1783,H. Abe,20,Japan,FC Barcelona,70,83,3400000,44000,LM,2023,90,61,57,78,33,59,La Liga,Spain,Midfielder,3.4M,44K
1784,L. Reis,19,Netherlands,FC Barcelona,70,83,3100000,29000,CDM,2022,73,57,62,69,69,69,La Liga,Spain,Midfielder,3.1M,29K
1785,Rogério,21,Brazil,Sassuolo,70,83,3100000,16000,LB,2022,76,53,65,72,67,61,Serie A,Italy,Defender,3.1M,16K
1786,D. Geiger,21,Germany,TSG 1899 Hoffenheim,70,82,3100000,13000,CM,2022,65,45,67,76,52,54,Bundesliga,Germany,Midfielder,3.1M,13K
1787,M. Varnier,21,Italy,Atalanta,70,82,2900000,16000,CB,2023,65,38,50,54,69,73,Serie A,Italy,Defender,2.9M,16K
1788,Han Kwang Song,20,Korea DPR,Cagliari,70,82,3200000,14000,ST,2023,75,69,53,72,36,51,Serie A,Italy,Forward,3.2M,14K
1789,K. Mavropanos,21,Greece,Arsenal,70,82,2900000,24000,CB,2022,55,33,44,45,70,75,Premier League,UK,Defender,2.9M,24K
1790,M. Schubert,21,Germany,FC Schalke 04,70,81,2500000,8000,GK,2023,NA,NA,NA,NA,NA,NA,Bundesliga,Germany,Goal Keeper,2.5M,8K
1791,Jean Lucas,21,Brazil,Olympique Lyonnais,70,81,3.00E+06,23000,CM,2024,70,55,68,68,58,67,Ligue 1,France,Midfielder,3M,23K
1792,D. Solanke,21,England,Bournemouth,70,80,2900000,25000,ST,2023,66,69,60,70,27,69,Premier League,UK,Forward,2.9M,25K
1793,A. Cistana,22,Italy,Brescia,70,80,2600000,7000,CB,2020,68,42,54,60,70,67,Serie A,Italy,Defender,2.6M,7K
1794,E. Konsa,21,England,Aston Villa,70,80,2600000,18000,CB,2023,76,38,58,69,68,70,Premier League,UK,Defender,2.6M,18K
1795,J. Makengo,21,France,Toulouse Football Club,70,80,2800000,11000,CM,2020,68,64,71,71,67,65,Ligue 1,France,Midfielder,2.8M,11K
1796,R. Pierre-Gabriel,21,France,1. FSV Mainz 05,70,80,2600000,10000,RB,2024,77,48,59,69,67,69,Bundesliga,Germany,Defender,2.6M,10K
1797,M. Fofana,21,Mali,FC Metz,70,80,2700000,7000,CDM,2022,64,31,55,59,71,73,Ligue 1,France,Midfielder,2.7M,7K
1798,H. Maïga,23,Ivory Coast,FC Metz,70,80,2600000,8000,CDM,2022,72,52,61,66,70,77,Ligue 1,France,Midfielder,2.6M,8K
1799,M. Friedl,21,Austria,SV Werder Bremen,70,80,2600000,10000,CB,2022,64,37,56,66,71,67,Bundesliga,Germany,Defender,2.6M,10K
1800,Y. Çetin,22,Turkey,Roma,70,80,2600000,16000,CB,2024,60,42,42,45,71,72,Serie A,Italy,Defender,2.6M,16K
1801,G. Magnani,23,Italy,Brescia,70,80,2600000,7000,CB,2020,55,35,45,49,72,69,Serie A,Italy,Defender,2.6M,7K
1802,J. Stacey,23,England,Bournemouth,70,79,2500000,24000,RB,2023,76,54,65,69,66,70,Premier League,UK,Defender,2.5M,24K
1803,W. Kaptoum,22,Cameroon,Real Betis,70,79,2700000,11000,CM,2020,61,62,67,74,60,60,La Liga,Spain,Midfielder,2.7M,11K
1804,F. Depaoli,22,Italy,Sampdoria,70,79,2500000,14000,RB,2024,73,53,68,71,67,54,Serie A,Italy,Defender,2.5M,14K
1805,S. Córdova,21,Venezuela,FC Augsburg,70,79,2800000,11000,ST,2022,76,68,53,69,23,64,Bundesliga,Germany,Forward,2.8M,11K
1806,N. Špalek,22,Slovakia,Brescia,70,79,2700000,7000,CAM,2020,78,65,65,73,33,56,Serie A,Italy,Midfielder,2.7M,7K
1807,G. Moncini,23,Italy,SPAL,70,78,2700000,8000,ST,2022,74,68,54,66,37,65,Serie A,Italy,Forward,2.7M,8K
1808,R. Rúnarsson,24,Iceland,Dijon FCO,70,78,2.00E+06,5000,GK,2022,NA,NA,NA,NA,NA,NA,Ligue 1,France,Goal Keeper,2M,5K
1809,Joan Sastre,22,Spain,RCD Mallorca,70,78,2300000,11000,RB,2023,76,36,55,66,69,61,La Liga,Spain,Defender,2.3M,11K
1810,N. Sarenren Bazee,22,Nigeria,FC Augsburg,70,78,2600000,12000,RM,2024,87,60,62,74,27,50,Bundesliga,Germany,Midfielder,2.6M,12K
1811,F. Manojlovic,23,Serbia,Getafe CF,70,78,2.00E+06,8000,GK,2021,NA,NA,NA,NA,NA,NA,La Liga,Spain,Goal Keeper,2M,8K
1812,B. Dia,22,France,Stade de Reims,70,78,2700000,15000,ST,2022,72,68,49,69,26,67,Ligue 1,France,Forward,2.7M,15K
1813,C. Oliva,23,Uruguay,Cagliari,70,78,2600000,15000,CM,2023,64,59,68,68,69,68,Serie A,Italy,Midfielder,2.6M,15K
1814,Villalibre,21,Spain,Athletic Club de Bilbao,70,77,2600000,10000,ST,2023,71,68,48,65,38,76,La Liga,Spain,Forward,2.6M,10K
1815,L. Henderson,23,Scotland,Hellas Verona,70,77,2500000,8000,CM,2022,62,59,68,69,54,76,Serie A,Italy,Midfielder,2.5M,8K
1816,R. Aarons,23,England,Newcastle United,70,77,2500000,18000,LM,2021,78,62,66,75,39,46,Premier League,UK,Midfielder,2.5M,18K
1817,K. N'Doram,23,France,FC Metz,70,77,2300000,8000,CDM,2020,56,33,60,62,71,71,Ligue 1,France,Midfielder,2.3M,8K
1818,L. Klünter,23,Germany,Hertha BSC,70,77,2200000,11000,RB,2022,87,48,56,67,67,65,Bundesliga,Germany,Defender,2.2M,11K
1819,M. Verrips,22,Netherlands,Sheffield United,70,77,1900000,11000,GK,2023,NA,NA,NA,NA,NA,NA,Premier League,UK,Goal Keeper,1.9M,11K
1820,R. Del Castillo,23,France,Stade Rennais FC,70,77,2500000,18000,LM,2022,74,66,67,76,36,62,Ligue 1,France,Midfielder,2.5M,18K
1821,Gorosabel,22,Spain,Real Sociedad,70,77,2200000,11000,RB,2021,64,41,58,60,70,57,La Liga,Spain,Defender,2.2M,11K
1822,M. Dräger,23,Tunisia,SC Paderborn 07,70,77,2200000,10000,RB,2020,86,60,59,69,65,62,Bundesliga,Germany,Defender,2.2M,10K
1823,M. Ingvartsen,23,Denmark,1. FC Union Berlin,70,76,2500000,19000,ST,2022,68,68,55,66,33,66,Bundesliga,Germany,Forward,2.5M,19K
1824,M. Thorsby,23,Norway,Sampdoria,70,76,2400000,16000,CM,2023,64,59,65,65,69,79,Serie A,Italy,Midfielder,2.4M,16K
1825,A. Lusamba,22,France,OGC Nice,70,76,2400000,14000,CM,2021,69,59,66,76,64,60,Ligue 1,France,Midfielder,2.4M,14K
1826,Z. Machach,23,France,Napoli,70,76,2400000,25000,CAM,2022,72,63,70,72,43,72,Serie A,Italy,Midfielder,2.4M,25K
1827,F. Diabaté,23,Mali,Leicester City,70,76,2400000,35000,RW,2022,78,66,60,76,23,50,Premier League,UK,Forward,2.4M,35K
1828,Bernardo,25,Spain,Granada CF,70,75,2100000,10000,CB,2021,33,39,50,43,67,78,La Liga,Spain,Defender,2.1M,10K
1829,K. Günter,24,Germany,Hellas Verona,70,75,2100000,8000,CB,2020,59,31,56,59,69,69,Serie A,Italy,Defender,2.1M,8K
1830,J. Busk,25,Denmark,1. FC Union Berlin,70,75,1800000,14000,GK,2020,NA,NA,NA,NA,NA,NA,Bundesliga,Germany,Goal Keeper,1.8M,14K
1831,Unai García,26,Spain,CA Osasuna,70,75,2100000,15000,CB,2020,65,41,58,53,67,77,La Liga,Spain,Defender,2.1M,15K
1832,Reinildo,25,Mozambique,LOSC Lille,70,75,2100000,17000,LB,2022,75,52,59,70,67,68,Ligue 1,France,Defender,2.1M,17K
1833,R. Andrich,24,Germany,1. FC Union Berlin,70,74,2300000,17000,CM,2022,66,60,70,67,62,76,Bundesliga,Germany,Midfielder,2.3M,17K
1834,I. Sylla,25,Guinea,Toulouse Football Club,70,74,2.00E+06,13000,LB,2023,70,61,69,70,65,74,Ligue 1,France,Defender,2M,13K
1835,R. Bauer,24,Germany,SV Werder Bremen,70,74,2.00E+06,11000,RB,2020,70,51,60,63,70,75,Bundesliga,Germany,Defender,2M,11K
1836,J. Collins,24,Nigeria,SC Paderborn 07,70,74,2.00E+06,10000,LB,2021,86,36,58,73,64,72,Bundesliga,Germany,Defender,2M,10K
1837,J. Steer,26,England,Aston Villa,70,73,1600000,21000,GK,2023,NA,NA,NA,NA,NA,NA,Premier League,UK,Goal Keeper,1.6M,21K
1838,A. Trajkovski,26,FYR Macedonia,RCD Mallorca,70,73,2200000,14000,CAM,2023,74,69,65,75,26,58,La Liga,Spain,Midfielder,2.2M,14K
1839,S. Yago,26,Burkina Faso,Toulouse Football Club,70,73,1900000,14000,RB,2020,66,40,62,68,68,77,Ligue 1,France,Defender,1.9M,14K
1840,L. Capezzi,24,Italy,Sampdoria,70,73,2200000,16000,CM,2021,48,59,70,66,59,60,Serie A,Italy,Midfielder,2.2M,16K
1841,C. Wickham,26,England,Crystal Palace,70,72,2200000,29000,ST,2021,49,72,61,65,30,71,Premier League,UK,Forward,2.2M,29K
1842,Abdón Prats,26,Spain,RCD Mallorca,70,72,2200000,15000,ST,2021,66,74,59,65,29,60,La Liga,Spain,Forward,2.2M,15K
1843,N. Paz,27,Argentina,Bologna,70,72,1900000,15000,CB,2022,48,41,51,54,71,75,Serie A,Italy,Defender,1.9M,15K
1844,F. Kroos,28,Germany,1. FC Union Berlin,70,71,1800000,19000,CDM,2020,60,63,66,69,66,70,Bundesliga,Germany,Midfielder,1.8M,19K
1845,Roderick Miranda,28,Portugal,Wolverhampton Wanderers,70,71,1700000,35000,CB,2021,42,44,52,51,69,77,Premier League,UK,Defender,1.7M,35K
1846,B. Jeannot,27,France,Dijon FCO,70,71,2100000,9000,ST,2021,63,71,57,67,30,59,Ligue 1,France,Forward,2.1M,9K
1847,G. Hanley,27,Scotland,Norwich City,70,71,1800000,22000,CB,2023,51,34,47,43,71,71,Premier League,UK,Defender,1.8M,22K
1848,D. Appiah,27,France,FC Nantes,70,71,1800000,13000,RB,2023,77,40,58,62,69,74,Ligue 1,France,Defender,1.8M,13K
1849,L. Tremolada,27,Italy,Brescia,70,71,2.00E+06,8000,CAM,2021,73,63,69,71,51,56,Serie A,Italy,Midfielder,2M,8K
1850,B. Martella,26,Italy,Brescia,70,71,1800000,8000,LB,2023,78,57,70,67,62,71,Serie A,Italy,Defender,1.8M,8K
1851,E. Torregrossa,27,Italy,Brescia,70,71,2100000,9000,ST,2024,73,68,52,66,23,73,Serie A,Italy,Forward,2.1M,9K
1852,R. Kurzawa,26,Poland,Amiens SC,70,71,2100000,11000,LM,2021,57,65,72,71,61,57,Ligue 1,France,Midfielder,2.1M,11K
1853,C. Traoré,27,Mali,FC Nantes,70,71,1800000,13000,LB,2021,75,35,54,66,71,75,Ligue 1,France,Defender,1.8M,13K
1854,G. Pegolo,38,Italy,Sassuolo,70,70,180000,12000,GK,2024,NA,NA,NA,NA,NA,NA,Serie A,Italy,Goal Keeper,180K,12K
1855,D. Gastaldello,36,Italy,Brescia,70,70,350000,5000,CB,2022,35,40,50,53,70,64,Serie A,Italy,Defender,350K,5K
1856,Rubén,35,Spain,CA Osasuna,70,70,475000,8000,GK,2021,NA,NA,NA,NA,NA,NA,La Liga,Spain,Goal Keeper,475K,8K
1857,L. Clarke,34,England,Sheffield United,70,70,925000,20000,ST,2020,61,69,56,62,30,77,Premier League,UK,Forward,925K,20K
1858,J. Ruddy,32,England,Wolverhampton Wanderers,70,70,1100000,27000,GK,2020,NA,NA,NA,NA,NA,NA,Premier League,UK,Goal Keeper,1.1M,27K
1859,R. Elliot,33,Republic of Ireland,Newcastle United,70,70,950000,15000,GK,2020,NA,NA,NA,NA,NA,NA,Premier League,UK,Goal Keeper,950K,15K
1860,Javi Moyano,33,Spain,Real Valladolid CF,70,70,8.00E+05,10000,RB,2020,70,45,58,61,70,73,La Liga,Spain,Defender,800K,10K
1861,Manolo Reina,34,Spain,RCD Mallorca,70,70,775000,10000,GK,2021,NA,NA,NA,NA,NA,NA,La Liga,Spain,Goal Keeper,775K,10K
1862,N. Taylor,30,Wales,Aston Villa,70,70,1400000,25000,LB,2021,68,39,65,69,69,66,Premier League,UK,Defender,1.4M,25K
1863,S. Iacoponi,32,Italy,Parma,70,70,1100000,20000,RB,2022,78,32,44,53,69,68,Serie A,Italy,Defender,1.1M,20K
1864,L. Vitale,31,Italy,Hellas Verona,70,70,1600000,10000,LM,2021,77,62,71,68,62,69,Serie A,Italy,Midfielder,1.6M,10K
1865,E. Kawashima,36,Japan,RC Strasbourg Alsace,70,70,3.00E+05,7000,GK,2021,NA,NA,NA,NA,NA,NA,Ligue 1,France,Goal Keeper,300K,7K
1866,H. Lansbury,28,England,Aston Villa,70,70,1800000,29000,CM,2021,58,68,70,68,59,70,Premier League,UK,Midfielder,1.8M,29K
1867,F. Sammaritano,33,France,Dijon FCO,70,70,1100000,9000,LM,2020,63,63,71,72,26,49,Ligue 1,France,Midfielder,1.1M,9K
1868,A. Esswein,29,Germany,Hertha BSC,70,70,1700000,15000,RM,2020,77,69,63,70,58,74,Bundesliga,Germany,Midfielder,1.7M,15K
1869,S. Colombi,28,Italy,Parma,70,70,1300000,17000,GK,2022,NA,NA,NA,NA,NA,NA,Serie A,Italy,Goal Keeper,1.3M,17K
1870,Aridane,30,Spain,CA Osasuna,70,70,1400000,15000,CB,2020,49,36,49,45,67,85,La Liga,Spain,Defender,1.4M,15K
1871,G. Sertic,29,France,Olympique de Marseille,70,70,1500000,17000,CDM,2020,56,63,68,63,69,71,Ligue 1,France,Midfielder,1.5M,17K
1872,Y. El Ghanassy,28,Belgium,FC Nantes,70,70,1800000,14000,LM,2021,72,65,67,77,31,54,Ligue 1,France,Midfielder,1.8M,14K
1873,M. Terrazzino,28,Germany,SC Freiburg,70,70,1800000,14000,LM,2020,65,58,69,74,34,59,Bundesliga,Germany,Midfielder,1.8M,14K
1874,A. Elmohamady,31,Egypt,Aston Villa,70,70,1300000,25000,RB,2020,69,64,70,69,66,72,Premier League,UK,Defender,1.3M,25K
1875,F. Giefer,29,Germany,FC Augsburg,70,70,1300000,10000,GK,2021,NA,NA,NA,NA,NA,NA,Bundesliga,Germany,Goal Keeper,1.3M,10K
1876,P. Škuletic,29,Serbia,Montpellier HSC,70,70,1800000,19000,ST,2020,65,73,48,55,32,75,Ligue 1,France,Forward,1.8M,19K
1877,Aridai,30,Spain,RCD Mallorca,70,70,1700000,14000,RM,2020,79,69,59,77,26,58,La Liga,Spain,Midfielder,1.7M,14K
1878,A. Gogia,27,Germany,1. FC Union Berlin,70,70,1900000,22000,RW,2021,74,69,65,75,28,60,Bundesliga,Germany,Forward,1.9M,22K
1879,C. Martina,29,Curacao,Everton,70,70,1500000,35000,RB,2020,63,52,65,64,70,73,Premier League,UK,Defender,1.5M,35K
1880,T. Tawatha,27,Israel,Eintracht Frankfurt,70,70,1600000,16000,LB,2020,70,40,63,72,67,64,Bundesliga,Germany,Defender,1.6M,16K
1881,B. Zolinski,27,Germany,SC Paderborn 07,70,70,1900000,14000,ST,2020,78,68,61,67,61,76,Bundesliga,Germany,Forward,1.9M,14K
1882,P. Heise,28,Germany,Norwich City,70,70,1500000,23000,LB,2022,76,61,66,68,64,75,Premier League,UK,Defender,1.5M,23K
1883,R. Gagliolo,29,Italy,Parma,70,70,1500000,21000,LB,2021,74,50,50,61,69,72,Serie A,Italy,Defender,1.5M,21K
1884,J. Grimm,32,France,RC Strasbourg Alsace,70,70,1200000,14000,CDM,2020,49,58,56,60,73,69,Ligue 1,France,Midfielder,1.2M,14K
1885,F. Bradaric,27,Croatia,Cagliari,70,70,1800000,17000,CM,2023,61,53,69,66,68,65,Serie A,Italy,Midfielder,1.8M,17K
1886,N. Cozza,20,France,Montpellier HSC,69,85,2200000,9000,CB,2020,76,36,61,63,69,71,Ligue 1,France,Defender,2.2M,9K
1887,M. Barrow,20,Gambia,Atalanta,69,85,2300000,18000,ST,2023,81,66,48,69,31,58,Serie A,Italy,Forward,2.3M,18K
1888,M. Caqueret,19,France,Olympique Lyonnais,69,85,2200000,15000,CM,2023,74,55,68,70,59,62,Ligue 1,France,Midfielder,2.2M,15K
1889,Domingos Quina,19,Portugal,Watford,69,84,2300000,15000,CAM,2022,72,63,63,72,43,50,Premier League,UK,Midfielder,2.3M,15K
1890,T. Weah,19,United States,LOSC Lille,69,84,2300000,11000,ST,2024,87,68,59,70,30,59,Ligue 1,France,Forward,2.3M,11K
1891,Sancet,19,Spain,Athletic Club de Bilbao,69,84,2200000,6000,CM,2024,66,60,65,74,51,48,La Liga,Spain,Midfielder,2.2M,6K
1892,J. Justin,21,England,Leicester City,69,83,2100000,20000,RB,2024,76,47,66,69,66,66,Premier League,UK,Defender,2.1M,20K
1893,L. Pellegrini,20,Italy,Juventus,69,83,2100000,24000,LB,2023,76,35,58,67,65,56,Serie A,Italy,Defender,2.1M,24K
1894,Javi Hernández,21,Spain,Real Madrid,69,83,2200000,33000,CB,2020,69,47,62,66,69,67,La Liga,Spain,Defender,2.2M,33K
1895,S. Plaza,20,Ecuador,Real Valladolid CF,69,83,2300000,8000,ST,2023,85,65,53,66,26,73,La Liga,Spain,Forward,2.3M,8K
1896,Y. Valery,20,France,Southampton,69,82,1900000,15000,RWB,2023,71,48,57,65,69,71,Premier League,UK,Defender,1.9M,15K
1897,I. Niane,20,Senegal,FC Metz,69,82,2.00E+06,7000,ST,2022,83,69,50,69,18,59,Ligue 1,France,Forward,2M,7K
1898,R. Baku,21,Germany,1. FSV Mainz 05,69,82,2.00E+06,9000,CM,2022,76,59,66,74,62,64,Bundesliga,Germany,Midfielder,2M,9K
1899,D. Joveljic,19,Serbia,Eintracht Frankfurt,69,82,2.00E+06,10000,ST,2024,73,68,53,71,30,61,Bundesliga,Germany,Forward,2M,10K
1900,D. Bradaric,19,Croatia,LOSC Lille,69,82,1800000,8000,LB,2024,77,47,63,71,63,61,Ligue 1,France,Defender,1.8M,8K
1901,C. Connolly,21,England,Everton,69,81,1800000,20000,CDM,2021,60,61,65,67,69,64,Premier League,UK,Midfielder,1.8M,20K
