,Player,age,nationality,club,overall,potential,value_eur,wage_eur,player_positions,contract_valid_until,pace,shooting,passing,dribbling,defending,physic,League,Country,Class,Value,Wages,Name.Pos,, Value_Euros , Value_Euros1 
1425,J. Villalba,20,Paraguay,Borussia Monchengladbach,62,77,€675K,€4K,ST,2020,69,66,49,64,24,44,Bundesliga,Germany,Forward,675K,4K,"J. Villalba, ST",,"675,000.00",675000
1426,J. Vokins,19,England,Southampton,57,71,€210K,€4K,LB,2021,70,36,44,60,55,57,Premier League,UK,Defender,210K,4K,"J. Vokins, LB",,"210,000.00",210000
1427,J. Ward,29,England,Crystal Palace,73,73,€3.3M,€37K,RB,2021,58,52,66,66,76,71,Premier League,UK,Defender,3.3M,37K,"J. Ward, RB",,"3,300,000.00",3300000
1428,J. Ward-Prowse,24,England,Southampton,79,84,€16.5M,€53K,CM,2022,60,71,85,77,62,64,Premier League,UK,Midfielder,16.5M,53K,"J. Ward-Prowse, CM",,"16,500,000.00",16500000
1429,J. Weigl,23,Germany,Borussia Dortmund,80,84,€17.5M,€61K,CDM,2021,61,47,75,76,78,66,Bundesliga,Germany,Midfielder,17.5M,61K,"J. Weigl, CDM",,"17,500,000.00",17500000
1430,J. Willems,25,Netherlands,Newcastle United,75,78,€7.5M,€31K,LWB,2020,74,62,76,76,71,76,Premier League,UK,Defender,7.5M,31K,"J. Willems, LWB",,"7,500,000.00",7500000
1431,J. Willock,19,England,Arsenal,67,84,€1.6M,€12K,CM,2022,73,53,64,68,54,66,Premier League,UK,Midfielder,1.6M,12K,"J. Willock, CM",,"1,600,000.00",1600000
1432,J. Wilshere,27,England,West Ham United,79,79,€13M,€83K,CM,2021,64,68,80,81,63,66,Premier League,UK,Midfielder,13M,83K,"J. Wilshere, CM",,"13,000,000.00",13000000
1433,J. Wright,33,England,Sheffield United,68,68,€425K,€12K,CB,2020,44,28,47,43,69,61,Premier League,UK,Defender,425K,12K,"J. Wright, CB",,"425,000.00",425000
1434,J. Yeboah,19,Germany,VfL Wolfsburg,63,83,€800K,€5K,LM,2021,78,57,53,68,25,48,Bundesliga,Germany,Midfielder,800K,5K,"J. Yeboah, LM",,"800,000.00",800000
1435,J. Young,17,England,Sheffield United,51,65,€70K,€1K,ST,2021,66,52,32,44,18,54,Premier League,UK,Forward,70K,1K,"J. Young, ST",,"70,000.00",70000
1436,J. Zimmer,25,Germany,Fortuna Dusseldorf,71,76,€2.8M,€16K,RB,2022,77,60,65,71,65,71,Bundesliga,Germany,Defender,2.8M,16K,"J. Zimmer, RB",,"2,800,000.00",2800000
1437,J. Zimmermann,34,Germany,Eintracht Frankfurt,68,68,€400K,€9K,GK,2021,NA,NA,NA,NA,NA,NA,Bundesliga,Germany,Goal Keeper,400K,9K,"J. Zimmermann, GK",,"400,000.00",400000
1438,J. Zmrhal,25,Czech Republic,Brescia,74,75,€6.5M,€13K,LM,2023,81,70,71,72,58,66,Serie A,Italy,Midfielder,6.5M,13K,"J. Zmrhal, LM",,"6,500,000.00",6500000
1439,Jaime Sierra,21,Spain,CD Leganes,64,77,€850K,€5K,CM,2020,49,52,64,61,42,45,La Liga,Spain,Midfielder,850K,5K,"Jaime Sierra, CM",,"850,000.00",850000
1440,Jandrei,26,Brazil,Genoa,72,77,€3M,€9K,GK,2021,NA,NA,NA,NA,NA,NA,Serie A,Italy,Goal Keeper,3M,9K,"Jandrei, GK",,"3,000,000.00",3000000
1441,Jason,24,Spain,Valencia CF,75,78,€8.5M,€26K,RM,2022,77,73,71,77,45,64,La Liga,Spain,Midfielder,8.5M,26K,"Jason, RM",,"8,500,000.00",8500000
1442,Jaume,28,Spain,Valencia CF,76,78,€6.5M,€24K,GK,2022,NA,NA,NA,NA,NA,NA,La Liga,Spain,Goal Keeper,6.5M,24K,"Jaume, GK",,"6,500,000.00",6500000
1443,Jaume Costa,31,Spain,Valencia CF,78,78,€7.5M,€33K,LB,2020,76,61,71,73,78,71,La Liga,Spain,Defender,7.5M,33K,"Jaume Costa, LB",,"7,500,000.00",7500000
1444,Javi Díaz,22,Spain,Sevilla FC,65,75,€675K,€3K,GK,2020,NA,NA,NA,NA,NA,NA,La Liga,Spain,Goal Keeper,675K,3K,"Javi Díaz, GK",,"675,000.00",675000
1445,Javi García,32,Spain,Real Betis,77,77,€6M,€22K,CDM,2021,50,62,67,68,76,82,La Liga,Spain,Midfielder,6M,22K,"Javi García, CDM",,"6,000,000.00",6000000
1446,Javi Hernández,21,Spain,Real Madrid,69,83,€2.2M,€33K,CB,2020,69,47,62,66,69,67,La Liga,Spain,Defender,2.2M,33K,"Javi Hernández, CB",,"2,200,000.00",2200000
1447,Javi Jimenez,22,Spain,Valencia CF,64,71,€575K,€6K,CB,2021,42,30,50,44,67,50,La Liga,Spain,Defender,575K,6K,"Javi Jimenez, CB",,"575,000.00",575000
1448,Javi López,33,Spain,RCD Espanyol,75,75,€3M,€23K,RB,2020,66,53,70,70,71,72,La Liga,Spain,Defender,3M,23K,"Javi López, RB",,"3,000,000.00",3000000
1449,Javi Martínez,30,Spain,FC Bayern Munchen,84,84,€25.5M,€125K,CDM,2021,48,55,69,63,86,83,Bundesliga,Germany,Midfielder,25.5M,125K,"Javi Martínez, CDM",,"25,500,000.00",25500000
1450,Javi Moyano,33,Spain,Real Valladolid CF,70,70,€800K,€10K,RB,2020,70,45,58,61,70,73,La Liga,Spain,Defender,800K,10K,"Javi Moyano, RB",,"800,000.00",800000
1451,Javi Muñoz,24,Spain,Deportivo Alaves,69,76,€1.5M,€9K,CM,2021,70,61,67,69,59,62,La Liga,Spain,Midfielder,1.5M,9K,"Javi Muñoz, CM",,"1,500,000.00",1500000
1452,Javi Sánchez,22,Spain,Real Valladolid CF,69,81,€1.7M,€7K,CB,2020,58,32,46,45,68,73,La Liga,Spain,Defender,1.7M,7K,"Javi Sánchez, CB",,"1,700,000.00",1700000
1453,Jean Lucas,21,Brazil,Olympique Lyonnais,70,81,€3M,€23K,CM,2024,70,55,68,68,58,67,Ligue 1,France,Midfielder,3M,23K,"Jean Lucas, CM",,"3,000,000.00",3000000
1454,Jemerson,26,Brazil,AS Monaco,75,77,€7M,€30K,CB,2020,65,35,50,58,76,75,Ligue 1,France,Defender,7M,30K,"Jemerson, CB",,"7,000,000.00",7000000
1455,Jeong Woo Yeong,19,Korea Republic,SC Freiburg,66,81,€1.4M,€4K,RM,2022,75,54,59,70,35,54,Bundesliga,Germany,Midfielder,1.4M,4K,"Jeong Woo Yeong, RM",,"1,400,000.00",1400000
1456,Jese,26,Spain,Paris Saint-Germain,75,76,€8M,€64K,LW,2021,80,71,72,78,25,62,Ligue 1,France,Forward,8M,64K,"Jese, LW",,"8,000,000.00",8000000
1457,Jesús Areso,19,Spain,Athletic Club de Bilbao,64,78,€900K,€2K,RB,2021,74,30,61,66,59,61,La Liga,Spain,Defender,900K,2K,"Jesús Areso, RB",,"900,000.00",900000
1458,Jesús Navas,33,Spain,Sevilla FC,82,82,€13.5M,€26K,RM,2021,87,69,77,83,69,53,La Liga,Spain,Midfielder,13.5M,26K,"Jesús Navas, RM",,"13,500,000.00",13500000
1459,Ji Dong Won,28,Korea Republic,1. FSV Mainz 05,72,72,€3.2M,€22K,CF,2022,67,70,63,73,43,71,Bundesliga,Germany,Forward,3.2M,22K,"Ji Dong Won, CF",,"3,200,000.00",3200000
1460,Joan Jordán,24,Spain,Sevilla FC,78,83,€13.5M,€17K,CM,2023,63,74,78,76,67,67,La Liga,Spain,Midfielder,13.5M,17K,"Joan Jordán, CM",,"13,500,000.00",13500000
1461,Joan Monterde,21,Spain,Levante UD,63,74,€625K,€4K,CAM,2020,69,62,58,67,34,40,La Liga,Spain,Midfielder,625K,4K,"Joan Monterde, CAM",,"625,000.00",625000
1462,Joan Sastre,22,Spain,RCD Mallorca,70,78,€2.3M,€11K,RB,2023,76,36,55,66,69,61,La Liga,Spain,Defender,2.3M,11K,"Joan Sastre, RB",,"2,300,000.00",2300000
1463,João Cancelo,25,Portugal,Manchester City,84,89,€36.5M,€150K,RB,2025,90,65,80,84,78,71,Premier League,UK,Defender,36.5M,150K,"João Cancelo, RB",,"36,500,000.00",36500000
1464,João Felix,19,Portugal,Atletico Madrid,80,93,€28M,€38K,CF,2026,82,80,74,81,40,70,La Liga,Spain,Forward,28M,38K,"João Felix, CF",,"28,000,000.00",28000000
1465,João Mário,26,Portugal,Inter,81,83,€21.5M,€74K,CAM,2021,69,69,80,83,64,67,Serie A,Italy,Midfielder,21.5M,74K,"João Mário, CAM",,"21,500,000.00",21500000
1466,João Moutinho,32,Portugal,Wolverhampton Wanderers,84,84,€23.5M,€125K,CM,2020,56,75,85,82,71,67,Premier League,UK,Midfielder,23.5M,125K,"João Moutinho, CM",,"23,500,000.00",23500000
1467,João Pedro,27,Brazil,Cagliari,76,76,€8M,€33K,CF,2022,72,75,72,75,40,67,Serie A,Italy,Forward,8M,33K,"João Pedro, CF",,"8,000,000.00",8000000
1468,João Victor,25,Brazil,VfL Wolfsburg,74,76,€7M,€37K,LW,2023,88,73,66,74,31,58,Bundesliga,Germany,Forward,7M,37K,"João Victor, LW",,"7,000,000.00",7000000
1469,Joaquín,37,Spain,Real Betis,80,80,€5M,€22K,LM,2020,66,78,83,82,44,56,La Liga,Spain,Midfielder,5M,22K,"Joaquín, LM",,"5,000,000.00",5000000
1470,Joaquín,23,Spain,Real Valladolid CF,74,82,€7.5M,€14K,CB,2023,67,47,61,61,72,78,La Liga,Spain,Defender,7.5M,14K,"Joaquín, CB",,"7,500,000.00",7500000
1471,Joel Robles,29,Spain,Real Betis,78,79,€8.5M,€20K,GK,2022,NA,NA,NA,NA,NA,NA,La Liga,Spain,Goal Keeper,8.5M,20K,"Joel Robles, GK",,"8,500,000.00",8500000
1472,Joelinton,22,Brazil,Newcastle United,78,84,€14.5M,€41K,ST,2024,78,75,60,76,43,81,Premier League,UK,Forward,14.5M,41K,"Joelinton, ST",,"14,500,000.00",14500000
1473,Jonathan Cafú,27,Brazil,FC Girondins de Bordeaux,72,72,€3.3M,€23K,RW,2021,77,66,65,76,24,46,Ligue 1,France,Forward,3.3M,23K,"Jonathan Cafú, RW",,"3,300,000.00",3300000
1474,Jonny,25,Spain,Wolverhampton Wanderers,79,83,€14.5M,€72K,LWB,2023,77,52,70,76,78,70,Premier League,UK,Defender,14.5M,72K,"Jonny, LWB",,"14,500,000.00",14500000
1475,Jony,27,Spain,Lazio,80,80,€15.5M,€56K,LM,2024,87,70,79,80,52,68,Serie A,Italy,Midfielder,15.5M,56K,"Jony, LM",,"15,500,000.00",15500000
1476,Jordi Alba,30,Spain,FC Barcelona,87,87,€40M,€240K,LB,2024,90,69,81,83,79,73,La Liga,Spain,Defender,40M,240K,"Jordi Alba, LB",,"40,000,000.00",40000000
1477,Jordi Calavera,23,Spain,SD Eibar,71,77,€2.9M,€11K,RB,2021,77,56,61,69,66,73,La Liga,Spain,Defender,2.9M,11K,"Jordi Calavera, RB",,"2,900,000.00",2900000
1478,Jordi Escobar,17,Spain,Valencia CF,65,80,€1.1M,€2K,ST,2021,60,66,48,61,18,47,La Liga,Spain,Forward,1.1M,2K,"Jordi Escobar, ST",,"1,100,000.00",1100000
1479,Jordi Masip,30,Spain,Real Valladolid CF,81,82,€14M,€21K,GK,2022,NA,NA,NA,NA,NA,NA,La Liga,Spain,Goal Keeper,14M,21K,"Jordi Masip, GK",,"14,000,000.00",14000000
1480,Jordi Sánchez,24,Spain,Valencia CF,62,68,€425K,€5K,ST,2020,61,62,43,56,26,58,La Liga,Spain,Forward,425K,5K,"Jordi Sánchez, ST",,"425,000.00",425000
1481,Jorge Cuenca,19,Spain,FC Barcelona,65,78,€950K,€13K,CB,2021,55,35,51,43,65,63,La Liga,Spain,Defender,950K,13K,"Jorge Cuenca, CB",,"950,000.00",950000
1482,Jorge Mere,22,Spain,1. FC Koln,77,85,€12M,€22K,CB,2023,68,30,54,65,78,73,Bundesliga,Germany,Defender,12M,22K,"Jorge Mere, CB",,"12,000,000.00",12000000
1483,Jorge Miramón,30,Spain,Levante UD,74,74,€4.4M,€19K,RB,2021,74,58,72,68,72,74,La Liga,Spain,Defender,4.4M,19K,"Jorge Miramón, RB",,"4,400,000.00",4400000
1484,Jorge Molina,37,Spain,Getafe CF,80,80,€5.5M,€25K,ST,2021,39,83,67,70,41,70,La Liga,Spain,Forward,5.5M,25K,"Jorge Molina, ST",,"5,500,000.00",5500000
1485,Jorge Sáenz,22,Spain,RC Celta,72,82,€4.6M,€13K,CB,2021,66,42,62,63,71,77,La Liga,Spain,Defender,4.6M,13K,"Jorge Sáenz, CB",,"4,600,000.00",4600000
1486,Jorginho,27,Italy,Chelsea,83,84,€29M,€140K,CM,2023,55,63,84,81,70,73,Premier League,UK,Midfielder,29M,140K,"Jorginho, CM",,"29,000,000.00",29000000
1487,Jose Arnáiz,24,Spain,CD Leganes,70,76,€2.4M,€13K,LM,2023,80,70,63,72,40,57,La Liga,Spain,Midfielder,2.4M,13K,"Jose Arnáiz, LM",,"2,400,000.00",2400000
1488,Jose Callejón,32,Spain,Napoli,84,84,€24M,€96K,RM,2020,89,78,75,83,47,64,Serie A,Italy,Midfielder,24M,96K,"Jose Callejón, RM",,"24,000,000.00",24000000
1489,Jose Fonte,35,Portugal,LOSC Lille,81,81,€5.5M,€32K,CB,2021,36,38,54,60,81,76,Ligue 1,France,Defender,5.5M,32K,"Jose Fonte, CB",,"5,500,000.00",5500000
1490,Jose Lara,19,Spain,Sevilla FC,64,78,€975K,€2K,RM,2023,68,59,62,68,33,35,La Liga,Spain,Midfielder,975K,2K,"Jose Lara, RM",,"975,000.00",975000
1491,Jose Machín,22,Equatorial Guinea,Parma,68,77,€1.4M,€13K,CM,2022,64,54,67,70,54,63,Serie A,Italy,Midfielder,1.4M,13K,"Jose Machín, CM",,"1,400,000.00",1400000
1492,Joselu,29,Spain,Deportivo Alaves,74,74,€5.5M,€23K,ST,2022,54,73,64,69,30,67,La Liga,Spain,Forward,5.5M,23K,"Joselu, ST",,"5,500,000.00",5500000
1493,Jota,28,Spain,Aston Villa,73,73,€4M,€46K,RW,2021,69,68,72,75,31,58,Premier League,UK,Forward,4M,46K,"Jota, RW",,"4,000,000.00",4000000
1494,Jozabed,28,Spain,RC Celta,74,74,€5.5M,€21K,CM,2021,59,71,73,72,57,64,La Liga,Spain,Midfielder,5.5M,21K,"Jozabed, CM",,"5,500,000.00",5500000
1495,Juan Hernández,24,Spain,RC Celta,66,71,€850K,€6K,RM,2020,63,62,62,66,24,46,La Liga,Spain,Midfielder,850K,6K,"Juan Hernández, RM",,"850,000.00",850000
1496,Juan Jesus,28,Brazil,Roma,76,76,€7M,€35K,CB,2020,74,33,52,60,76,78,Serie A,Italy,Defender,7M,35K,"Juan Jesus, CB",,"7,000,000.00",7000000
1497,Juan Mata,31,Spain,Manchester United,82,82,€19.5M,€135K,CAM,2021,62,74,83,83,36,47,Premier League,UK,Midfielder,19.5M,135K,"Juan Mata, CAM",,"19,500,000.00",19500000
1498,Juan Muñoz,23,Spain,CD Leganes,72,77,€4.2M,€19K,ST,2023,67,74,52,71,21,64,La Liga,Spain,Forward,4.2M,19K,"Juan Muñoz, ST",,"4,200,000.00",4200000
1499,Juan Perez,22,Spain,CA Osasuna,63,73,€475K,€4K,GK,2020,NA,NA,NA,NA,NA,NA,La Liga,Spain,Goal Keeper,475K,4K,"Juan Perez, GK",,"475,000.00",475000
1500,Juan Villar,31,Spain,CA Osasuna,73,73,€3.6M,€26K,ST,2021,88,71,67,74,41,70,La Liga,Spain,Forward,3.6M,26K,"Juan Villar, ST",,"3,600,000.00",3600000
1501,Juanmi,26,Spain,Real Betis,77,78,€10.5M,€26K,LW,2024,74,77,67,78,30,53,La Liga,Spain,Forward,10.5M,26K,"Juanmi, LW",,"10,500,000.00",10500000
1502,Julen López,23,Spain,SD Eibar,63,72,€525K,€4K,CB,2021,38,21,40,44,63,66,La Liga,Spain,Defender,525K,4K,"Julen López, CB",,"525,000.00",525000
1503,Julio Alonso,20,Spain,Real Betis,59,69,€230K,€2K,LB,2020,68,36,48,57,57,57,La Liga,Spain,Defender,230K,2K,"Julio Alonso, LB",,"230,000.00",230000
1504,Júlio Tavares,30,Cape Verde,Dijon FCO,72,72,€3M,€12K,ST,2021,54,70,52,67,29,71,Ligue 1,France,Forward,3M,12K,"Júlio Tavares, ST",,"3,000,000.00",3000000
1505,Junior Firpo,22,Spain,FC Barcelona,79,85,€15.5M,€110K,LB,2024,85,64,72,74,75,76,La Liga,Spain,Defender,15.5M,110K,"Junior Firpo, LB",,"15,500,000.00",15500000
1506,K. Adams Nuhu,24,Ghana,Fortuna Dusseldorf,74,80,€7M,€20K,CB,2020,66,43,55,59,72,81,Bundesliga,Germany,Defender,7M,20K,"K. Adams Nuhu, CB",,"7,000,000.00",7000000
1507,K. Agudelo,20,Colombia,Genoa,63,79,€800K,€3K,CM,2022,71,58,61,68,49,63,Serie A,Italy,Midfielder,800K,3K,"K. Agudelo, CM",,"800,000.00",800000
1508,K. Akpoguma,24,Germany,TSG 1899 Hoffenheim,75,81,€8M,€24K,CB,2021,73,48,54,60,76,71,Bundesliga,Germany,Defender,8M,24K,"K. Akpoguma, CB",,"8,000,000.00",8000000
1509,K. Amian,21,France,Toulouse Football Club,75,81,€8M,€17K,RB,2021,78,48,65,69,75,76,Ligue 1,France,Defender,8M,17K,"K. Amian, RB",,"8,000,000.00",8000000
1510,K. Asamoah,30,Ghana,Inter,79,79,€10M,€60K,LB,2021,74,68,78,82,79,74,Serie A,Italy,Defender,10M,60K,"K. Asamoah, LB",,"10,000,000.00",10000000
1511,K. Ayhan,24,Turkey,Fortuna Dusseldorf,77,80,€10M,€24K,CB,2021,64,53,71,68,77,75,Bundesliga,Germany,Defender,10M,24K,"K. Ayhan, CB",,"10,000,000.00",10000000
1512,K. Babacar,26,Senegal,Sassuolo,74,76,€7M,€44K,ST,2022,68,72,55,72,35,69,Serie A,Italy,Forward,7M,44K,"K. Babacar, ST",,"7,000,000.00",7000000
1513,K. Bafounta,17,France,Borussia Dortmund,59,83,€325K,€1K,CM,2021,66,50,54,60,56,61,Bundesliga,Germany,Midfielder,325K,1K,"K. Bafounta, CM",,"325,000.00",325000
1514,K. Balde,24,Senegal,AS Monaco,80,84,€19.5M,€40K,RM,2022,91,76,72,83,29,69,Ligue 1,France,Midfielder,19.5M,40K,"K. Balde, RM",,"19,500,000.00",19500000
1515,K. Bellarabi,29,Germany,Bayer 04 Leverkusen,82,82,€21.5M,€89K,RW,2021,92,76,74,85,34,71,Bundesliga,Germany,Forward,21.5M,89K,"K. Bellarabi, RW",,"21,500,000.00",21500000
1516,K. Bennetts,20,England,Borussia Monchengladbach,61,78,€550K,€3K,LM,2022,75,57,56,67,40,55,Bundesliga,Germany,Midfielder,550K,3K,"K. Bennetts, LM",,"550,000.00",550000
1517,K. Benzema,31,France,Real Madrid,87,87,€45M,€285K,CF,2021,76,82,80,86,39,77,La Liga,Spain,Forward,45M,285K,"K. Benzema, CF",,"45,000,000.00",45000000
1518,K. Boateng,32,Ghana,Fiorentina,79,79,€10M,€63K,CF,2024,65,79,78,80,67,77,Serie A,Italy,Forward,10M,63K,"K. Boateng, CF",,"10,000,000.00",10000000
1519,K. Bonifazi,23,Italy,Torino,71,79,€3.2M,€19K,CB,2022,54,34,42,52,73,66,Serie A,Italy,Defender,3.2M,19K,"K. Bonifazi, CB",,"3,200,000.00",3200000
1520,K. Bryan,22,England,Sheffield United,64,74,€675K,€6K,CB,2021,62,51,58,61,61,71,Premier League,UK,Defender,675K,6K,"K. Bryan, CB",,"675,000.00",675000
1521,K. Casteels,27,Belgium,VfL Wolfsburg,83,85,€22M,€50K,GK,2021,NA,NA,NA,NA,NA,NA,Bundesliga,Germany,Goal Keeper,22M,50K,"K. Casteels, GK",,"22,000,000.00",22000000
1522,K. Cisse,30,Guinea,Hellas Verona,66,66,€625K,€5K,ST,2021,83,60,52,61,39,76,Serie A,Italy,Forward,625K,5K,"K. Cisse, ST",,"625,000.00",625000
1523,K. Coman,23,France,FC Bayern Munchen,84,88,€40.5M,€120K,LM,2023,92,76,77,87,29,60,Bundesliga,Germany,Midfielder,40.5M,120K,"K. Coman, LM",,"40,500,000.00",40500000
1524,K. Coulibaly,27,Mali,FC Nantes,73,73,€4.3M,€22K,ST,2022,74,72,60,61,27,73,Ligue 1,France,Forward,4.3M,22K,"K. Coulibaly, ST",,"4,300,000.00",4300000
1525,K. Danso,20,Austria,Southampton,71,80,€3.4M,€20K,CB,2020,61,32,42,52,70,74,Premier League,UK,Defender,3.4M,20K,"K. Danso, CB",,"3,400,000.00",3400000
1526,K. Darlow,28,England,Newcastle United,73,75,€3.5M,€24K,GK,2020,NA,NA,NA,NA,NA,NA,Premier League,UK,Goal Keeper,3.5M,24K,"K. Darlow, GK",,"3,500,000.00",3500000
1527,K. Davis,21,England,Aston Villa,65,76,€950K,€11K,ST,2020,69,59,51,68,41,73,Premier League,UK,Forward,950K,11K,"K. Davis, ST",,"950,000.00",950000
1528,K. De Bruyne,28,Belgium,Manchester City,91,91,€90M,€370K,CAM,2023,76,86,92,86,61,78,Premier League,UK,Midfielder,90M,370K,"K. De Bruyne, CAM",,"90,000,000.00",90000000
1529,K. Demirbay,25,Germany,Bayer 04 Leverkusen,82,85,€27.5M,€75K,CM,2024,67,74,82,84,64,70,Bundesliga,Germany,Midfielder,27.5M,75K,"K. Demirbay, CM",,"27,500,000.00",27500000
1530,K. Denkey,18,Togo,Nimes Olympique,60,73,€375K,€2K,ST,2021,68,59,42,60,23,61,Ligue 1,France,Forward,375K,2K,"K. Denkey, ST",,"375,000.00",375000
1531,K. Dermaku,27,Albania,Parma,69,71,€1.1M,€17K,CB,2023,54,38,47,45,70,68,Serie A,Italy,Defender,1.1M,17K,"K. Dermaku, CB",,"1,100,000.00",1100000
1532,K. Despodov,22,Bulgaria,Cagliari,63,71,€550K,€6K,RW,2023,73,65,49,66,25,57,Serie A,Italy,Forward,550K,6K,"K. Despodov, RW",,"550,000.00",550000
1533,K. Djidji,26,Ivory Coast,Torino,75,77,€7M,€34K,CB,2021,65,32,55,65,75,71,Serie A,Italy,Defender,7M,34K,"K. Djidji, CB",,"7,000,000.00",7000000
1534,K. Dolly,26,South Africa,Montpellier HSC,74,77,€7M,€27K,CAM,2021,78,69,72,76,36,52,Ligue 1,France,Midfielder,7M,27K,"K. Dolly, CAM",,"7,000,000.00",7000000
1535,K. Ehizibue,24,Netherlands,1. FC Koln,71,75,€2.7M,€13K,RB,2023,86,57,64,71,66,81,Bundesliga,Germany,Defender,2.7M,13K,"K. Ehizibue, RB",,"2,700,000.00",2700000
1536,K. Ferguson,19,England,Sheffield United,54,72,€140K,€2K,CB,2020,63,26,29,34,55,58,Premier League,UK,Defender,140K,2K,"K. Ferguson, CB",,"140,000.00",140000
1537,K. Flanagan,19,Republic of Ireland,Crystal Palace,58,76,€270K,€4K,CAM,2020,68,47,55,60,39,48,Premier League,UK,Midfielder,270K,4K,"K. Flanagan, CAM",,"270,000.00",270000
1538,K. Freeman,27,Wales,Sheffield United,68,69,€900K,€12K,RWB,2020,69,56,61,65,65,67,Premier League,UK,Defender,900K,12K,"K. Freeman, RWB",,"900,000.00",900000
1539,K. Gameiro,32,France,Valencia CF,81,81,€14M,€48K,ST,2021,85,79,74,77,43,67,La Liga,Spain,Forward,14M,48K,"K. Gameiro, ST",,"14,000,000.00",14000000
1540,K. Gjasula,29,Albania,SC Paderborn 07,68,68,€775K,€9K,CDM,2020,40,50,59,52,63,84,Bundesliga,Germany,Midfielder,775K,9K,"K. Gjasula, CDM",,"775,000.00",775000
1541,K. Glik,31,Poland,AS Monaco,80,80,€11M,€42K,CB,2021,45,32,44,53,79,82,Ligue 1,France,Defender,11M,42K,"K. Glik, CB",,"11,000,000.00",11000000
1542,K. Guessoum,20,France,Nimes Olympique,56,70,€190K,€2K,CB,2022,59,35,45,34,56,54,Ligue 1,France,Defender,190K,2K,"K. Guessoum, CB",,"190,000.00",190000
1543,K. Gunter,24,Germany,Hellas Verona,70,75,€2.1M,€8K,CB,2020,59,31,56,59,69,69,Serie A,Italy,Defender,2.1M,8K,"K. Gunter, CB",,"2,100,000.00",2100000
1544,K. Hause,23,England,Aston Villa,68,77,€1.3M,€16K,CB,2023,63,45,56,55,67,72,Premier League,UK,Defender,1.3M,16K,"K. Hause, CB",,"1,300,000.00",1300000
1545,K. Havertz,20,Germany,Bayer 04 Leverkusen,84,92,€46M,€70K,CAM,2022,84,78,79,84,44,65,Bundesliga,Germany,Midfielder,46M,70K,"K. Havertz, CAM",,"46,000,000.00",46000000
1546,K. Hoever,17,Netherlands,Liverpool,62,85,€625K,€1K,RB,2022,72,36,57,64,61,62,Premier League,UK,Defender,625K,1K,"K. Hoever, RB",,"625,000.00",625000
1547,K. Iheanacho,22,Nigeria,Leicester City,73,80,€5.5M,€51K,ST,2022,78,71,64,75,28,67,Premier League,UK,Forward,5.5M,51K,"K. Iheanacho, ST",,"5,500,000.00",5500000
1548,K. Kaïboue,20,France,Montpellier HSC,59,71,€260K,€3K,CDM,2021,58,51,57,56,60,51,Ligue 1,France,Midfielder,260K,3K,"K. Kaïboue, CDM",,"260,000.00",260000
1549,K. Kampl,28,Slovenia,RB Leipzig,83,83,€25.5M,€77K,CM,2021,76,67,80,86,63,62,Bundesliga,Germany,Midfielder,25.5M,77K,"K. Kampl, CM",,"25,500,000.00",25500000
1550,K. Karaman,25,Turkey,Fortuna Dusseldorf,73,76,€5M,€22K,LM,2021,70,72,65,76,27,68,Bundesliga,Germany,Midfielder,5M,22K,"K. Karaman, LM",,"5,000,000.00",5000000
1551,K. Kodro,25,Bosnia Herzegovina,Athletic Club de Bilbao,69,72,€1.3M,€11K,ST,2022,57,67,59,66,40,69,La Liga,Spain,Forward,1.3M,11K,"K. Kodro, ST",,"1,300,000.00",1300000
1552,K. Kone,18,France,Toulouse Football Club,63,77,€750K,€2K,CM,2021,72,44,58,69,54,58,Ligue 1,France,Midfielder,750K,2K,"K. Kone, CM",,"750,000.00",750000
1553,K. Koulibaly,28,Senegal,Napoli,89,91,€67.5M,€150K,CB,2021,71,28,54,67,89,87,Serie A,Italy,Defender,67.5M,150K,"K. Koulibaly, CB",,"67,500,000.00",67500000
1554,K. Laimer,22,Austria,RB Leipzig,77,83,€12M,€41K,CM,2021,83,65,73,78,73,73,Bundesliga,Germany,Midfielder,12M,41K,"K. Laimer, CM",,"12,000,000.00",12000000
1555,K. Lala,27,France,RC Strasbourg Alsace,79,80,€12.5M,€32K,RWB,2021,79,54,76,77,74,76,Ligue 1,France,Defender,12.5M,32K,"K. Lala, RWB",,"12,500,000.00",12500000
1556,K. Lasagna,26,Italy,Udinese,77,78,€10.5M,€20K,ST,2023,90,74,60,77,29,63,Serie A,Italy,Forward,10.5M,20K,"K. Lasagna, ST",,"10,500,000.00",10500000
1557,K. Linetty,24,Poland,Sampdoria,76,83,€10.5M,€28K,CM,2021,69,63,71,75,72,70,Serie A,Italy,Midfielder,10.5M,28K,"K. Linetty, CM",,"10,500,000.00",10500000
1558,K. Long,28,Republic of Ireland,Burnley,73,74,€3.9M,€26K,CB,2021,52,35,50,55,73,74,Premier League,UK,Defender,3.9M,26K,"K. Long, CB",,"3,900,000.00",3900000
1559,K. Malcuit,27,France,Napoli,78,78,€9M,€54K,RB,2022,85,63,73,78,74,75,Serie A,Italy,Defender,9M,54K,"K. Malcuit, RB",,"9,000,000.00",9000000
1560,K. Malong,23,Cameroon,1. FSV Mainz 05,75,80,€8M,€20K,CDM,2022,75,68,71,71,69,81,Bundesliga,Germany,Midfielder,8M,20K,"K. Malong, CDM",,"8,000,000.00",8000000
